序号,变量名,数据类型,隐藏初始值,初始值,掉电保持,网络公开,注释,软元件地址,
,HMI.Sys.ErrorQueue.aEntries[4],Stru_ErrorEntry,,...,,,,,
,HMI.Sys.ErrorQueue.aEntries[4].iLevel,INT,,0,,,级别 (0=Info 1=Warning 2=Critical),D533,
,HMI.Sys.ErrorQueue.aEntries[4].iCode,INT,,0,,,"错误(1xxx~6xxx, CONST_Definitions)",D534,
,HMI.Sys.ErrorQueue.aEntries[4].iSource,INT,,0,,,"错误来源: 0=System, 1=ChestImpact, 2=LegAngle, 3=SeatTwist, 4=TailTilt, 5=Process",D535,
,HMI.Sys.ErrorQueue.aEntries[4].iVal1,INT,,0,,,附加参数 (如轴ID、步骤号等，用于定位具体原因),D536,
,HMI.Sys.ErrorQueue.aEntries[4].diTimestamp,DINT,,0,,,"发生时间戳 (相对于系统启动的毫秒数, 可用于排序和时间线分析)",D537,
,HMI.Sys.ErrorQueue.aEntries[5],Stru_ErrorEntry,,...,,,,,
,HMI.Sys.ErrorQueue.aEntries[5].iLevel,INT,,0,,,级别 (0=Info 1=Warning 2=Critical),D539,
,HMI.Sys.ErrorQueue.aEntries[5].iCode,INT,,0,,,"错误(1xxx~6xxx, CONST_Definitions)",D540,
,HMI.Sys.ErrorQueue.aEntries[5].iSource,INT,,0,,,"错误来源: 0=System, 1=ChestImpact, 2=LegAngle, 3=SeatTwist, 4=TailTilt, 5=Process",D541,
,HMI.Sys.ErrorQueue.aEntries[5].iVal1,INT,,0,,,附加参数 (如轴ID、步骤号等，用于定位具体原因),D542,
,HMI.Sys.ErrorQueue.aEntries[5].diTimestamp,DINT,,0,,,"发生时间戳 (相对于系统启动的毫秒数, 可用于排序和时间线分析)",D543,
,HMI.Sys.ErrorQueue.aEntries[6],Stru_ErrorEntry,,...,,,,,
,HMI.Sys.ErrorQueue.aEntries[6].iLevel,INT,,0,,,级别 (0=Info 1=Warning 2=Critical),D545,
,HMI.Sys.ErrorQueue.aEntries[6].iCode,INT,,0,,,"错误(1xxx~6xxx, CONST_Definitions)",D546,
,HMI.Sys.ErrorQueue.aEntries[6].iSource,INT,,0,,,"错误来源: 0=System, 1=ChestImpact, 2=LegAngle, 3=SeatTwist, 4=TailTilt, 5=Process",D547,
,HMI.Sys.ErrorQueue.aEntries[6].iVal1,INT,,0,,,附加参数 (如轴ID、步骤号等，用于定位具体原因),D548,
,HMI.Sys.ErrorQueue.aEntries[6].diTimestamp,DINT,,0,,,"发生时间戳 (相对于系统启动的毫秒数, 可用于排序和时间线分析)",D549,
,HMI.Sys.ErrorQueue.aEntries[7],Stru_ErrorEntry,,...,,,,,
,HMI.Sys.ErrorQueue.aEntries[7].iLevel,INT,,0,,,级别 (0=Info 1=Warning 2=Critical),D551,
,HMI.Sys.ErrorQueue.aEntries[7].iCode,INT,,0,,,"错误(1xxx~6xxx, CONST_Definitions)",D552,
,HMI.Sys.ErrorQueue.aEntries[7].iSource,INT,,0,,,"错误来源: 0=System, 1=ChestImpact, 2=LegAngle, 3=SeatTwist, 4=TailTilt, 5=Process",D553,
,HMI.Sys.ErrorQueue.aEntries[7].iVal1,INT,,0,,,附加参数 (如轴ID、步骤号等，用于定位具体原因),D554,
,HMI.Sys.ErrorQueue.aEntries[7].diTimestamp,DINT,,0,,,"发生时间戳 (相对于系统启动的毫秒数, 可用于排序和时间线分析)",D555,
,HMI.Sys.ErrorQueue.aEntries[8],Stru_ErrorEntry,,...,,,,,
,HMI.Sys.ErrorQueue.aEntries[8].iLevel,INT,,0,,,级别 (0=Info 1=Warning 2=Critical),D557,
,HMI.Sys.ErrorQueue.aEntries[8].iCode,INT,,0,,,"错误(1xxx~6xxx, CONST_Definitions)",D558,
,HMI.Sys.ErrorQueue.aEntries[8].iSource,INT,,0,,,"错误来源: 0=System, 1=ChestImpact, 2=LegAngle, 3=SeatTwist, 4=TailTilt, 5=Process",D559,
,HMI.Sys.ErrorQueue.aEntries[8].iVal1,INT,,0,,,附加参数 (如轴ID、步骤号等，用于定位具体原因),D560,
,HMI.Sys.ErrorQueue.aEntries[8].diTimestamp,DINT,,0,,,"发生时间戳 (相对于系统启动的毫秒数, 可用于排序和时间线分析)",D561,
,HMI.Sys.ErrorQueue.iHead,INT,,0,,, 队列头指针 (下一个写入位置),D563,
,HMI.Sys.ErrorQueue.iTail,INT,,0,,,队列尾指针 (最旧条目位置),D564,
,HMI.Sys.ErrorQueue.iCount,INT,,0,,,当前队列中的有效条目数 (0-10),D565,
,HMI.Sys.ErrorQueue.bOverflow,BOOL,,OFF,,,溢出标志: TRUE=曾发生覆盖 (用于提示用户有错误丢失),D566.0,
,HMI.Sys.ErrorQueue.bPad0,BOOL,,OFF,,, 对齐填充 (保证 WORD 边界),D566.1,
,HMI.Sys.Runtime,Stru_HMI_SysRuntime,,...,,,,,
,HMI.Sys.Runtime.diAgingCycleCount,DINT,,0,,,,D567,
,HMI.Sys.Runtime.diTotalCycles,DINT,,0,,,,D569,
,HMI.Sys.Runtime.diRunTime,DINT,,0,,,,D571,
,HMI.Sys.Runtime.diReserved,DINT,,0,,,,D573,
,HMI.Sys.Runtime.iCurrentStep,INT,,0,,,,D575,
,HMI.Sys.Runtime.iActCycles,INT,,0,,,,D576,
,HMI.Sys.Runtime.bBatchDone,BOOL,,OFF,,,,D577.0,
,HMI.Sys.Runtime.pad,BOOL,,OFF,,,,D577.1,
,HMI.Sys.Error,Stru_HMI_SysError,,...,,,,,
,HMI.Sys.Error.iLevel,INT,,0,,,错误级别 (0=Info 1=Warning 2=Critical),D578,
,HMI.Sys.Error.iCode,INT,,0,,,错误码 (= System.Error.iCode),D579,
,HMI.Sys.Error.iSource,INT,,0,,,"来源模块 (= System.Error.iSource, SOURCE_* 全局唯一编号)",D580,
,HMI.Sys.Error.iSubCode,INT,,0,,,"子码 (= System.Error.iSubCode, PLC/驱动器级)",D581,
,HMI.Sys.Error.iVal1,INT,,0,,,附加值1 (如轴号),D582,
,HMI.Sys.Error.iVal2,INT,,0,,,附加 (如传感器ID),D583,
,HMI.Sys.Error.bActive,BOOL,,OFF,,,错误活动 (= System.Error.bActive),D584.0,
,HMI.Sys.Error.bCritical,BOOL,,OFF,,,致命错误 (已触发急停),D584.1,
,HMI.Sys.Error.bEscalated,BOOL,,OFF,,,已升级 (Warning->Critical),D584.2,
,HMI.Sys.Error.bNeedReset,BOOL,,OFF,,,需要手动复位 (= System.Error.bNeedReset),D584.3,
,HMI.Sys.Error.pad0,BOOL,,OFF,,,,D584.4,
,HMI.Sys.Error.pad1,BOOL,,OFF,,,,D584.5,
,HMI.Sys.Error.pad2,BOOL,,OFF,,,,D584.6,
,HMI.Sys.Error.pad3,BOOL,,OFF,,,,D584.7,
,HMI.Sys.Warning,Stru_HMI_SysWarning,,...,,,,,
,HMI.Sys.Warning.iCode,INT,,0,,,,D585,
,HMI.Sys.Warning.iSource,INT,,0,,,,D586,
,HMI.Sys.Warning.iVal1,INT,,0,,,,D587,
,HMI.Sys.Warning.pad_int,INT,,0,,,,D588,
,HMI.Sys.Warning.bActive,BOOL,,OFF,,,,D589.0,
,HMI.Sys.Warning.pad0,BOOL,,OFF,,,,D589.1,
,HMI.TailTilt,Stru_HMI_Pusher,,...,,,尾板下降,,
,HMI.TailTilt.Cmd,Stru_PusherCmd,,...,,,电推杆控制,,
,HMI.TailTilt.Cmd.bEnable,BOOL,,OFF,,,使能,D590.0,
,HMI.TailTilt.Cmd.bStop,BOOL,,OFF,,,停止,D590.1,
,HMI.TailTilt.Cmd.bReset,BOOL,,OFF,,,,D590.2,
,HMI.TailTilt.Cmd.bCalibrate,BOOL,,OFF,,,执行标定,D590.3,
,HMI.TailTilt.Cmd.bAutoMove,BOOL,,OFF,,,自动定位,D590.4,
,HMI.TailTilt.Cmd.bHome,BOOL,,OFF,,,回零 (移动到原点位置),D590.5,
,HMI.TailTilt.Cmd.bJogUp,BOOL,,OFF,,,正向点动,D590.6,
,HMI.TailTilt.Cmd.bJogDown,BOOL,,OFF,,,负向点动,D590.7,
,HMI.TailTilt.Cmd.bManualPreset,BOOL,,OFF,,,手动清零,D590.8,
,HMI.TailTilt.Cmd.bResetError,BOOL,,OFF,,,重置故障,D590.9,
,HMI.TailTilt.Cmd.bPad,BOOL[6],,...,,,,,
,HMI.TailTilt.Cmd.bPad[0],BOOL,,OFF,,,,D591.0,
,HMI.TailTilt.Cmd.bPad[1],BOOL,,OFF,,,,D591.1,
,HMI.TailTilt.Cmd.bPad[2],BOOL,,OFF,,,,D591.2,
,HMI.TailTilt.Cmd.bPad[3],BOOL,,OFF,,,,D591.3,
,HMI.TailTilt.Cmd.bPad[4],BOOL,,OFF,,,,D591.4,
,HMI.TailTilt.Cmd.bPad[5],BOOL,,OFF,,,,D591.5,
,HMI.TailTilt.Status,Stru_PusherStatus,,...,,,电推杆状态,,
,HMI.TailTilt.Status.rCurrAngle,REAL,,0.000000,,,当前角度,D592,
,HMI.TailTilt.Status.rCurrPulse,REAL,,0.000000,,,当前脉冲,D594,
,HMI.TailTilt.Status.rPresetDeg,REAL,,0.000000,,,最近一次Preset目标角度,D596,
,HMI.TailTilt.Status.rReserved,REAL,,0.000000,,,,D598,
,HMI.TailTilt.Status.iErrorCode,INT,,0,,,"错误码 (5001=堵转, 5002=超时, 5003=重试超限)",D600,
,HMI.TailTilt.Status.iRetryCount,INT,,0,,,当前重试计数,D601,
,HMI.TailTilt.Status.bCalibrated,BOOL,,OFF,,,已校准,D602.0,
,HMI.TailTilt.Status.bHomed,BOOL,,OFF,,,"已回零 (由 Home 流程置位, 与标定解耦)",D602.1,
,HMI.TailTilt.Status.bHoming,BOOL,,OFF,,,正在执行 Home 流程,D602.2,
,HMI.TailTilt.Status.bHomeSwitch,BOOL,,OFF,,,原点传感器有效 (= I_Pusher_Origin),D602.3,
,HMI.TailTilt.Status.bReferenceValid,BOOL,,OFF,,,坐标参考有效 (断电恢复/校准后有效),D602.4,
,HMI.TailTilt.Status.bHomeSensorHealthy,BOOL,,OFF,,,原点传感器健康,D602.5,
,HMI.TailTilt.Status.bHomeSensorStuckOn,BOOL,,OFF,,,原点传感器卡死ON,D602.6,
,HMI.TailTilt.Status.bHomeSensorStuckOff,BOOL,,OFF,,,原点传感器卡死OFF/不可达,D602.7,
,HMI.TailTilt.Status.bHomePlausible,BOOL,,OFF,,,原点传感器与角度一致性通过,D602.8,
,HMI.TailTilt.Status.bRunUp,BOOL,,OFF,,, 正转输出,D602.9,
,HMI.TailTilt.Status.bRunDown,BOOL,,OFF,,,反转输出,D602.10,
,HMI.TailTilt.Status.bBusy,BOOL,,OFF,,,忙,D602.11,
,HMI.TailTilt.Status.bDone,BOOL,,OFF,,, 完成,D602.12,
,HMI.TailTilt.Status.bError,BOOL,,OFF,,,故障,D602.13,
,HMI.TailTilt.Status.bWarning,BOOL,,OFF,,,,D602.14,
,HMI.TailTilt.Status.bStall,BOOL,,OFF,,,,D602.15,
,HMI.TailTilt.Status.bTimeout,BOOL,,OFF,,,,D603.0,
,HMI.TailTilt.Status.bPosLimit,BOOL,,OFF,,,,D603.1,
,HMI.TailTilt.Status.bNegLimit,BOOL,,OFF,,,,D603.2,
,HMI.TailTilt.Status.bAtInit,BOOL,,OFF,,,,D603.3,
,HMI.TailTilt.Status.bSensorChecked,BOOL,,OFF,,,传感器已被检验 (FB_Home.out_bSensorChecked 镜像),D603.4,
,HMI.TailTilt.Status.bAutoMovePending,BOOL,,OFF,,,,D603.5,
,HMI.TailTilt.Status.bAutoMoveAllowed,BOOL,,OFF,,,,D603.6,
,HMI.TailTilt.Status.bPadDiag0,BOOL,,OFF,,,,D603.7,
,HMI.TailTilt.Status.bPadDiag1,BOOL,,OFF,,,,D603.8,
,HMI.TailTilt.ConfigCmd,Stru_ConfigCmd,,...,,,,,
,HMI.TailTilt.ConfigCmd.iErrorCode,INT,,0,,,操作错误,D604,
,HMI.TailTilt.ConfigCmd.bLoad,BOOL,,OFF,,,"加载, 从运行区读到缓冲区",D605.0,
,HMI.TailTilt.ConfigCmd.bApply,BOOL,,OFF,,,"应用, 缓冲区覆盖运行区",D605.1,
,HMI.TailTilt.ConfigCmd.bSave,BOOL,,OFF,,,"保存, 运行区写入 Retain",D605.2,
,HMI.TailTilt.ConfigCmd.bResetDefault,BOOL,,OFF,,,恢复工厂默认 (统一命名),D605.3,
,HMI.TailTilt.ConfigCmd.bSuccess,BOOL,,OFF,,,操作成功,D605.4,
,HMI.TailTilt.ConfigCmd.bError,BOOL,,OFF,,,操作失败 (只读),D605.5,
,HMI.TailTilt.ConfigCmd.bPad0,BOOL,,OFF,,,加载默认值,D605.6,
,HMI.TailTilt.ConfigCmd.bPad1,BOOL,,OFF,,,对齐填充,D605.7,
,HMI.TailTilt.Config,Stru_PusherLimitConfig,,...,,,,,
,HMI.TailTilt.Config.rMaxDeg,REAL,,0.000000,,,正限位 (°),D606,
,HMI.TailTilt.Config.rMinDeg,REAL,,0.000000,,,-27 负限位,D608,
,HMI.TailTilt.Config.rTolerance,REAL,,0.000000,,,到位容差 (用于判断 bAtInit),D610,
,HMI.TailTilt.Config.rInitialPosition,REAL,,0.000000,,,初始位置 初始位置角度 (回零目标),D612,
,HMI.TailTilt.Config.rMinTravel,REAL,,0.000000,,,"* 最小行程保护: 堵转检测前必须先走过的距离     * 单位: 脉冲     * 作用: 防止刚启动时因静摩擦力误判为堵转     * 建议值: 500~1000脉冲（约5~10°） *)",D614,
,HMI.TailTilt.Config.rHomePosition,REAL,,0.000000,,,原点位置,D616,
,HMI.TailTilt.Config.rPulsePerDeg,REAL,,0.000000,,,每度脉冲数,D618,
,HMI.TailTilt.Config.rAdOffset,REAL,,0.000000,,,,D620,
,HMI.TailTilt.Config.rAdScale,REAL,,0.000000,,,,D622,
,HMI.TailTilt.Config.rFitK0,REAL,,0.000000,,,,D624,
,HMI.TailTilt.Config.rFitK1,REAL,,0.000000,,,,D626,
,HMI.TailTilt.Config.rFitK2,REAL,,0.000000,,,,D628,
,HMI.TailTilt.Config.rFitK3,REAL,,0.000000,,,,D630,
,HMI.TailTilt.Config.rAdJumpLimitDeg,REAL,,0.000000,,,,D632,
,HMI.TailTilt.Config.rInertiaUp,REAL,,0.000000,,,正转惯性补偿 (脉冲),D634,
,HMI.TailTilt.Config.rInertiaDown,REAL,,0.000000,,,反转惯性补偿 (脉冲),D636,
,HMI.TailTilt.Config.rStallThreshold,REAL,,0.000000,,,堵转阈值 (脉冲),D638,
,HMI.TailTilt.Config.rStallSpeedThreshold,REAL,,0.000000,,,堵转速度阈值,D640,
,HMI.TailTilt.Config.diStallTimeout,DINT,,0,,,堵转判定时间 (如 T#500MS),D642,
,HMI.TailTilt.Config.diTimeout,DINT,,0,,,寻传感器超时 (ms) / 标定超时 (ms),D644,
,HMI.TailTilt.Config.diReverseDelay,DINT,,0,,,反向缓冲延时 (ms),D646,
,HMI.TailTilt.Config.diStopCheck,DINT,,0,,,停车滑行等待 (ms),D648,
,HMI.TailTilt.Config.diAdMin,DINT,,0,,,AD有效下限,D650,
,HMI.TailTilt.Config.diAdMax,DINT,,0,,,AD有效上限,D652,
,HMI.TailTilt.Config.diAdSampleMs,DINT,,0,,,AD速度估算采样周期 (ms),D654,
,HMI.TailTilt.Config.iMaxRetries,INT,,0,,,最大修正次数,D656,
,HMI.TailTilt.Config.iReferenceMode,INT,,0,,,,D657,
,HMI.TailTilt.Config.iPad,INT,,0,,,,D658,
,HMI.TailTilt.Config.bInvertPusherDirection,BOOL,,OFF,,,"输出方向取反, 用于不同接线/机构方向",D659.0,
,HMI.TailTilt.Motion,Stru_PusherMotion,,...,,,,,
,HMI.TailTilt.Motion.rTargetAngle,REAL,,0.000000,,,目标角度 (°),D660,
,HMI.TailTilt.Motion.rManualPresetAngle,REAL,,0.000000,,,手动Preset目标角度 (deg),D662,
,HMI.TailTilt.Motion.diJogTime,DINT,,0,,,"Jog 限时 (ms, bJogModeTimed=TRUE 时生效)",D664,
,HMI.TailTilt.Motion.diMoveTimeout,DINT,,0,,,"定位超时 (ms, FB_PusherMove in_diMoveTimeout)",D666,
,HMI.TailTilt.Motion.bJogModeTimed,BOOL,,OFF,,, 限时 Jog 模式 (TRUE=按 diJogTime 自动停止),D668.0,
,HMI.TailTilt.Motion.bPad0,BOOL,,OFF,,,,D668.1,
,HMI.ChestImpact,Stru_HMI_Axis,,...,,,冲击轴,,
,HMI.ChestImpact.Status,Stru_AxisStatus,,...,,,,,
,HMI.ChestImpact.Status.Servo,Stru_ServoAxisStatus,,...,,,MC 底层反馈,,
,HMI.ChestImpact.Status.Servo.rActPosition,REAL,,0.000000,,,实际位置 (脉冲或mm,D669,
,HMI.ChestImpact.Status.Servo.rActVelocity,REAL,,0.000000,,,实际速度,D671,
,HMI.ChestImpact.Status.Servo.rActTorque,REAL,,0.000000,,,实际扭矩,D673,
,HMI.ChestImpact.Status.Servo.iErrorCode,INT,,0,,,错误码 (来自 FB_运动控制),D675,
,HMI.ChestImpact.Status.Servo.iDriveErrorCode,INT,,0,,, 驱动器错误码 (来自伺服),D676,
,HMI.ChestImpact.Status.Servo.diDiscreteMotionTime,DINT,,0,,,定位运动时间 (ms),D677,
,HMI.ChestImpact.Status.Servo.bEnabled,BOOL,,OFF,,,已使能 (驱动器上电),D679.0,
,HMI.ChestImpact.Status.Servo.bReady,BOOL,,OFF,,,驱动就绪,D679.1,
,HMI.ChestImpact.Status.Servo.bBusy,BOOL,,OFF,,,运动中 (任意运动指令执行中),D679.2,
,HMI.ChestImpact.Status.Servo.bDone,BOOL,,OFF,,,动作完成 (上升沿),D679.3,
,HMI.ChestImpact.Status.Servo.bStandStill,BOOL,,OFF,,,静止 (速度为零),D679.4,
,HMI.ChestImpact.Status.Servo.bInPosition,BOOL,,OFF,,,到位 (位置误差在容差内),D679.5,
,HMI.ChestImpact.Status.Servo.bDiscreteMotion,BOOL,,OFF,,,定位运动中,D679.6,
,HMI.ChestImpact.Status.Servo.bMoveDone,BOOL,,OFF,,,运动完成 (脉冲),D679.7,
,HMI.ChestImpact.Status.Servo.bZeroCommissioned,BOOL,,OFF,,,"底层 home-state 镜像 (= Axis.bhomestate, 非持久建零标志)",D679.8,
,HMI.ChestImpact.Status.Servo.bZeroCommissioning,BOOL,,OFF,,,正在原点标定 (运行期通常不触发),D679.9,
,HMI.ChestImpact.Status.Servo.bOriginSwitch,BOOL,,OFF,,,原点传感器信号 (物理输入),D679.10,
,HMI.ChestImpact.Status.Servo.bPosLimit,BOOL,,OFF,,,正限位触发,D679.11,
,HMI.ChestImpact.Status.Servo.bNegLimit,BOOL,,OFF,,,负限位触发,D679.12,
,HMI.ChestImpact.Status.Servo.bError,BOOL,,OFF,,,错误激活,D679.13,
,HMI.ChestImpact.Status.Servo.bStopping,BOOL,,OFF,,,错误停止中,D679.14,
,HMI.ChestImpact.Status.Servo.bEncoderFault,BOOL,,OFF,,,编码器故障 (MONITOR 用于计算 bAbsPositionValid),D679.15,
,HMI.ChestImpact.Status.Servo.pad0,BOOL,,OFF,,,,D680.0,
,HMI.ChestImpact.Status.Servo.pad1,BOOL,,OFF,,,,D680.1,
,HMI.ChestImpact.Status.Servo.pad2,BOOL,,OFF,,,,D680.2,
,HMI.ChestImpact.Status.Servo.bPad3,BOOL,,OFF,,,,D680.3,
,HMI.ChestImpact.Status.Force,Stru_AxisForceStatus,,...,,,力估算与超力状态,,
,HMI.ChestImpact.Status.Force.rBiasPosPct,REAL,,0.000000,,,正扭矩侧静止基线 (%),D681,
,HMI.ChestImpact.Status.Force.rBiasNegPct,REAL,,0.000000,,,负扭矩侧静止基线 (%),D683,
,HMI.ChestImpact.Status.Force.rNetTorquePct,REAL,,0.000000,,,扣基线后的净扭矩 (%),D685,
,HMI.ChestImpact.Status.Force.rForceRawN,REAL,,0.000000,,,未滤波牵引力估算 (N),D687,
,HMI.ChestImpact.Status.Force.rForceFiltN,REAL,,0.000000,,,低通后牵引力估算 (N),D689,
,HMI.ChestImpact.Status.Force.diOverForceET,DINT,,0,,,超力持续时间 (ms),D691,
,HMI.ChestImpact.Status.Force.bForceValid,BOOL,,OFF,,,当前力估算有效,D693.0,
,HMI.ChestImpact.Status.Force.bBiasPosValid,BOOL,,OFF,,,正侧基线已学习,D693.1,
,HMI.ChestImpact.Status.Force.bBiasNegValid,BOOL,,OFF,,,负侧基线已学习,D693.2,
,HMI.ChestImpact.Status.Force.bOverForce,BOOL,,OFF,,,超力实时态,D693.3,
,HMI.ChestImpact.Status.Force.bOverForceLatched,BOOL,,OFF,,,超力锁存,D693.4,
,HMI.ChestImpact.Status.Force.bPad0,BOOL,,OFF,,,对齐填充,D693.5,
,HMI.ChestImpact.Status.iCurrentStep,INT,,0,,,"当前运动步骤 (0=空闲, 1-N=执行中)",D694,
,HMI.ChestImpact.Status.iPadInt,INT,,0,,,对齐填充,D695,
,HMI.ChestImpact.Status.diWaitingTime,DINT,,0,,,等待时间 (ms),D696,
,HMI.ChestImpact.Status.diMotionTime,DINT,,0,,,运动用时 (ms),D698,
,HMI.ChestImpact.Status.iErrorCode,INT,,0,,,[镜像] = Servo.iErrorCode (HMI 使用),D700,
,HMI.ChestImpact.Status.bCalibrated,BOOL,,OFF,,,已标定 (Servo 没有此状态),D701.0,
,HMI.ChestImpact.Status.bError,BOOL,,OFF,,,,D701.1,
,HMI.ChestImpact.Status.bWarning,BOOL,,OFF,,,警告激活 (区别于 Servo.bError),D701.2,
,HMI.ChestImpact.Status.bAxisErrorStopping,BOOL,,OFF,,,轴错误停止中 (区别于 Servo.bStopping),D701.3,
,HMI.ChestImpact.Status.bAtInit,BOOL,,OFF,,,在初始位置容差内,D701.4,
,HMI.ChestImpact.Status.bPad0,BOOL,,OFF,,,,D701.5,
,HMI.ChestImpact.Cmd,Stru_AxisCmd,,...,,,,,
,HMI.ChestImpact.Cmd.bEnable,BOOL,,OFF,,,"使能, 触发伺服上电",D702.0,
,HMI.ChestImpact.Cmd.bReset,BOOL,,OFF,,,"复位, 清除轴错误",D702.1,
,HMI.ChestImpact.Cmd.bZeroCommission,BOOL,,OFF,,,"原点标定 (仅工厂模式, 触发 MC_Home, 运行期禁止)",D702.2,
,HMI.ChestImpact.Cmd.bStop,BOOL,,OFF,,,"停止, 立即减速停车",D702.3,
,HMI.ChestImpact.Cmd.bMoveAbs,BOOL,,OFF,,,"绝对定位, 移动到 rTargetPo",D702.4,
,HMI.ChestImpact.Cmd.bMoveRel,BOOL,,OFF,,,"相对定位, 移动 rTargetPos 距离",D702.5,
,HMI.ChestImpact.Cmd.bJogPos,BOOL,,OFF,,,"正向点动, 按住持续动作",D702.6,
,HMI.ChestImpact.Cmd.bJogNeg,BOOL,,OFF,,,"负向点动, 按住持续动作",D702.7,
,HMI.ChestImpact.Cmd.bAutoMove,BOOL,,OFF,,,,D702.8,
,HMI.ChestImpact.Cmd.bMoveBuffer,BOOL,,OFF,,,,D702.9,
,HMI.ChestImpact.Cmd.bRequestDisable,BOOL,,OFF,,, 请求断使能 (EMERGENCY_HOME 降级复位流程),D702.10,
,HMI.ChestImpact.Cmd.bPad0,BOOL,,OFF,,,,D702.11,
,HMI.ChestImpact.Cmd.pad1,BOOL,,OFF,,,,D702.12,
,HMI.ChestImpact.Cmd.pad2,BOOL,,OFF,,,,D702.13,
,HMI.ChestImpact.Cmd.pad3,BOOL,,OFF,,,,D702.14,
,HMI.ChestImpact.Cmd.pad4,BOOL,,OFF,,,,D702.15,
,HMI.ChestImpact.Motion,Stru_AxisMotionParam,,...,,,,,
,HMI.ChestImpact.Motion.rTargetPos,REAL,,0.000000,,,目标位置,D703,
,HMI.ChestImpact.Motion.rTargetVel,REAL,,0.000000,,,目标速度,D705,
,HMI.ChestImpact.Motion.rJogVel,REAL,,0.000000,,,点动速度,D707,
,HMI.ChestImpact.Motion.rAcc,REAL,,0.000000,,,加速度,D709,
,HMI.ChestImpact.Motion.rDec,REAL,,0.000000,,,减速度,D711,
,HMI.ChestImpact.Motion.rInitPos,REAL,,0.000000,,,初始位置,D713,
,HMI.ChestImpact.Motion.diTimeout,DINT,,0,,,,D715,
,HMI.ChestImpact.Motion.rReserved,REAL,,0.000000,,,,D717,
,HMI.ChestImpact.Config,Stru_AxisLimitConfig,,...,,,,,
,HMI.ChestImpact.Config.rPosLimit,REAL,,0.000000,,,正限位 (°或mm),D719,
,HMI.ChestImpact.Config.rNegLimit,REAL,,0.000000,,,负限位 (°或mm),D721,
,HMI.ChestImpact.Config.rInitPos,REAL,,0.000000,,,初始位置,D723,
,HMI.ChestImpact.Config.rTolerance,REAL,,0.000000,,,到位容差 (°或mm),D725,
,HMI.ChestImpact.Config.rMaxVel,REAL,,0.000000,,,最大速度,D727,
,HMI.ChestImpact.Config.rMinVel,REAL,,0.000000,,,最小速度,D729,
,HMI.ChestImpact.Config.rMaxAcc,REAL,,0.000000,,,加速度,D731,
,HMI.ChestImpact.Config.rMaxDec,REAL,,0.000000,,,减速度,D733,
,HMI.ChestImpact.Config.diPulsePerDeg,DINT,,0,,,脉冲当量 (Pulse/°),D735,
,HMI.ChestImpact.Config.diTimeout,DINT,,0,,,超时报警,D737,
,HMI.ChestImpact.ConfigCmd,Stru_ConfigCmd,,...,,,,,
,HMI.ChestImpact.ConfigCmd.iErrorCode,INT,,0,,,操作错误,D739,
,HMI.ChestImpact.ConfigCmd.bLoad,BOOL,,OFF,,,"加载, 从运行区读到缓冲区",D740.0,
,HMI.ChestImpact.ConfigCmd.bApply,BOOL,,OFF,,,"应用, 缓冲区覆盖运行区",D740.1,
,HMI.ChestImpact.ConfigCmd.bSave,BOOL,,OFF,,,"保存, 运行区写入 Retain",D740.2,
,HMI.ChestImpact.ConfigCmd.bResetDefault,BOOL,,OFF,,,恢复工厂默认 (统一命名),D740.3,
,HMI.ChestImpact.ConfigCmd.bSuccess,BOOL,,OFF,,,操作成功,D740.4,
,HMI.ChestImpact.ConfigCmd.bError,BOOL,,OFF,,,操作失败 (只读),D740.5,
,HMI.ChestImpact.ConfigCmd.bPad0,BOOL,,OFF,,,加载默认值,D740.6,
,HMI.ChestImpact.ConfigCmd.bPad1,BOOL,,OFF,,,对齐填充,D740.7,
,HMI.SeatTwist,Stru_HMI_Axis,,...,,,扭角,,
,HMI.SeatTwist.Status,Stru_AxisStatus,,...,,,,,
,HMI.SeatTwist.Status.Servo,Stru_ServoAxisStatus,,...,,,MC 底层反馈,,
,HMI.SeatTwist.Status.Servo.rActPosition,REAL,,0.000000,,,实际位置 (脉冲或mm,D741,
,HMI.SeatTwist.Status.Servo.rActVelocity,REAL,,0.000000,,,实际速度,D743,
,HMI.SeatTwist.Status.Servo.rActTorque,REAL,,0.000000,,,实际扭矩,D745,
,HMI.SeatTwist.Status.Servo.iErrorCode,INT,,0,,,错误码 (来自 FB_运动控制),D747,
,HMI.SeatTwist.Status.Servo.iDriveErrorCode,INT,,0,,, 驱动器错误码 (来自伺服),D748,
,HMI.SeatTwist.Status.Servo.diDiscreteMotionTime,DINT,,0,,,定位运动时间 (ms),D749,
,HMI.SeatTwist.Status.Servo.bEnabled,BOOL,,OFF,,,已使能 (驱动器上电),D751.0,
,HMI.SeatTwist.Status.Servo.bReady,BOOL,,OFF,,,驱动就绪,D751.1,
,HMI.SeatTwist.Status.Servo.bBusy,BOOL,,OFF,,,运动中 (任意运动指令执行中),D751.2,
,HMI.SeatTwist.Status.Servo.bDone,BOOL,,OFF,,,动作完成 (上升沿),D751.3,
,HMI.SeatTwist.Status.Servo.bStandStill,BOOL,,OFF,,,静止 (速度为零),D751.4,
,HMI.SeatTwist.Status.Servo.bInPosition,BOOL,,OFF,,,到位 (位置误差在容差内),D751.5,
